country,year,sex,age,suicides_no,population,
Croatia,1905,female,75+ years,50.00,144600.00,
Croatia,1905,male,15-24 years,57.00,302700.00,
Croatia,1905,male,25-34 years,77.00,332900.00,
Croatia,1905,male,35-54 years,249.00,572300.00,
Croatia,1905,male,5-14 years,3.00,309500.00,
Croatia,1905,male,55-74 years,229.00,379300.00,
Croatia,1905,male,75+ years,77.00,74000.00,
Croatia,1905,female,15-24 years,9.00,295822.00,
Croatia,1905,female,25-34 years,17.00,293342.00,
Croatia,1905,female,35-54 years,56.00,642506.00,
Croatia,1905,female,5-14 years,1.00,252663.00,
Croatia,1905,female,55-74 years,101.00,526940.00,
Croatia,1905,female,75+ years,41.00,163943.00,
Croatia,1905,male,15-24 years,55.00,308415.00,
Croatia,1905,male,25-34 years,72.00,296586.00,
Croatia,1905,male,35-54 years,231.00,641519.00,
Croatia,1905,male,5-14 years,3.00,264449.00,
Croatia,1905,male,55-74 years,228.00,421683.00,
Croatia,1905,male,75+ years,67.00,72765.00,
Croatia,1905,female,15-24 years,13.00,295800.00,
Croatia,1905,female,25-34 years,21.00,293800.00,
Croatia,1905,female,35-54 years,54.00,649700.00,
Croatia,1905,female,5-14 years,0.00,252500.00,
Croatia,1905,female,55-74 years,88.00,530100.00,
Croatia,1905,female,75+ years,54.00,172600.00,
Croatia,1905,male,15-24 years,53.00,308300.00,
Croatia,1905,male,25-34 years,82.00,297500.00,
Croatia,1905,male,35-54 years,199.00,647500.00,
Croatia,1905,male,5-14 years,0.00,264700.00,
Croatia,1905,male,55-74 years,226.00,427000.00,
Croatia,1905,male,75+ years,84.00,77800.00,
Croatia,1905,female,15-24 years,9.00,293600.00,
Croatia,1905,female,25-34 years,10.00,294100.00,
Croatia,1905,female,35-54 years,47.00,651200.00,
Croatia,1905,female,5-14 years,1.00,250600.00,
Croatia,1905,female,55-74 years,89.00,530900.00,
Croatia,1905,female,75+ years,37.00,178300.00,
Croatia,1905,male,15-24 years,57.00,306000.00,
Croatia,1905,male,25-34 years,66.00,299000.00,
Croatia,1905,male,35-54 years,227.00,647900.00,
Croatia,1905,male,5-14 years,3.00,262500.00,
Croatia,1905,male,55-74 years,239.00,429500.00,
Croatia,1905,male,75+ years,80.00,82000.00,
Croatia,1905,female,15-24 years,14.00,290300.00,
Croatia,1905,female,25-34 years,17.00,296600.00,
Croatia,1905,female,35-54 years,64.00,648500.00,
Croatia,1905,female,5-14 years,1.00,247600.00,
Croatia,1905,female,55-74 years,87.00,531800.00,
Croatia,1905,female,75+ years,43.00,185600.00,
Croatia,1905,male,15-24 years,31.00,302100.00,
Croatia,1905,male,25-34 years,59.00,302300.00,
Croatia,1905,male,35-54 years,214.00,644300.00,
Croatia,1905,male,5-14 years,3.00,259200.00,
Croatia,1905,male,55-74 years,227.00,432700.00,
Croatia,1905,male,75+ years,111.00,88600.00,
Croatia,1905,female,15-24 years,9.00,286454.00,
Croatia,1905,female,25-34 years,25.00,299476.00,
Croatia,1905,female,35-54 years,68.00,647419.00,
Croatia,1905,female,5-14 years,0.00,244865.00,
Croatia,1905,female,55-74 years,76.00,534353.00,
Croatia,1905,female,75+ years,45.00,190621.00,
Croatia,1905,male,15-24 years,39.00,297901.00,
Croatia,1905,male,25-34 years,58.00,306107.00,
Croatia,1905,male,35-54 years,227.00,643382.00,
Croatia,1905,male,5-14 years,2.00,256833.00,
Croatia,1905,male,55-74 years,247.00,436810.00,
Croatia,1905,male,75+ years,78.00,91654.00,
Croatia,1905,female,15-24 years,11.00,282298.00,
Croatia,1905,female,25-34 years,6.00,302776.00,
Croatia,1905,female,35-54 years,67.00,644066.00,
Croatia,1905,female,5-14 years,1.00,240427.00,
Croatia,1905,female,55-74 years,90.00,534005.00,
Croatia,1905,female,75+ years,48.00,197868.00,
Croatia,1905,male,15-24 years,49.00,293976.00,
Croatia,1905,male,25-34 years,58.00,310163.00,
Croatia,1905,male,35-54 years,207.00,639665.00,
Croatia,1905,male,5-14 years,2.00,252215.00,
Croatia,1905,male,55-74 years,178.00,440525.00,
Croatia,1905,male,75+ years,79.00,96962.00,
Croatia,1905,female,15-24 years,11.00,277133.00,
Croatia,1905,female,25-34 years,11.00,303954.00,
Croatia,1905,female,35-54 years,45.00,642644.00,
Croatia,1905,female,5-14 years,2.00,236481.00,
Croatia,1905,female,55-74 years,84.00,533554.00,
Croatia,1905,female,75+ years,45.00,204595.00,
Croatia,1905,male,15-24 years,34.00,289325.00,
Croatia,1905,male,25-34 years,52.00,312108.00,
Croatia,1905,male,35-54 years,198.00,637678.00,
Croatia,1905,male,5-14 years,2.00,247780.00,
Croatia,1905,male,55-74 years,206.00,443939.00,
Croatia,1905,male,75+ years,85.00,101664.00,
Croatia,1905,female,15-24 years,7.00,272369.00,
Croatia,1905,female,25-34 years,9.00,305383.00,
Croatia,1905,female,35-54 years,47.00,638100.00,
Croatia,1905,female,5-14 years,1.00,231806.00,
Croatia,1905,female,55-74 years,72.00,536698.00,
Croatia,1905,female,75+ years,48.00,210591.00,
Croatia,1905,male,15-24 years,40.00,284857.00,
Croatia,1905,male,25-34 years,49.00,314031.00,
Croatia,1905,male,35-54 years,202.00,632952.00,
Croatia,1905,male,5-14 years,3.00,242691.00,
Croatia,1905,male,55-74 years,200.00,450580.00,
Croatia,1905,male,75+ years,115.00,105525.00,
Croatia,1905,female,15-24 years,4.00,267054.00,
Croatia,1905,female,25-34 years,7.00,306319.00,
Croatia,1905,female,35-54 years,45.00,634366.00,
Croatia,1905,female,5-14 years,0.00,226998.00,
Croatia,1905,female,55-74 years,63.00,537865.00,
Croatia,1905,female,75+ years,53.00,216621.00,
Croatia,1905,male,15-24 years,45.00,278610.00,
Croatia,1905,male,25-34 years,44.00,316164.00,
Croatia,1905,male,35-54 years,220.00,628629.00,
Croatia,1905,male,5-14 years,3.00,238176.00,
Croatia,1905,male,55-74 years,199.00,455148.00,
Croatia,1905,male,75+ years,107.00,110100.00,
Croatia,1905,female,15-24 years,13.00,261670.00,
Croatia,1905,female,25-34 years,7.00,306249.00,
Croatia,1905,female,35-54 years,50.00,627682.00,
Croatia,1905,female,5-14 years,1.00,222940.00,
Croatia,1905,female,55-74 years,75.00,541827.00,
Croatia,1905,female,75+ years,46.00,221668.00,
Croatia,1905,male,15-24 years,40.00,272848.00,
Croatia,1905,male,25-34 years,44.00,316471.00,
Croatia,1905,male,35-54 years,186.00,621977.00,
Croatia,1905,male,5-14 years,0.00,234533.00,
Croatia,1905,male,55-74 years,215.00,461893.00,
Croatia,1905,male,75+ years,99.00,114205.00,
Croatia,1905,female,15-24 years,8.00,258495.00,
Croatia,1905,female,25-34 years,11.00,304202.00,
Croatia,1905,female,35-54 years,52.00,621895.00,
Croatia,1905,female,5-14 years,0.00,217835.00,
Croatia,1905,female,55-74 years,68.00,545430.00,
Croatia,1905,female,75+ years,43.00,225925.00,
Croatia,1905,male,15-24 years,24.00,269755.00,
Croatia,1905,male,25-34 years,63.00,314331.00,
Croatia,1905,male,35-54 years,148.00,616577.00,
Croatia,1905,male,5-14 years,2.00,229413.00,
Croatia,1905,male,55-74 years,188.00,467142.00,
Croatia,1905,male,75+ years,95.00,118029.00,
Croatia,1905,female,15-24 years,5.00,245431.00,
Croatia,1905,female,25-34 years,13.00,283419.00,
Croatia,1905,female,35-54 years,42.00,594104.00,
Croatia,1905,female,5-14 years,1.00,207818.00,
Croatia,1905,female,55-74 years,73.00,541956.00,
Croatia,1905,female,75+ years,46.00,232222.00,
Croatia,1905,male,15-24 years,35.00,256849.00,
Croatia,1905,male,25-34 years,51.00,294314.00,
Croatia,1905,male,35-54 years,201.00,591018.00,
Croatia,1905,male,5-14 years,3.00,219008.00,
Croatia,1905,male,55-74 years,207.00,465550.00,
Croatia,1905,male,75+ years,99.00,122607.00,
Croatia,1905,female,15-24 years,6.00,243263.00,
Croatia,1905,female,25-34 years,9.00,281138.00,
Croatia,1905,female,35-54 years,48.00,589432.00,
Croatia,1905,female,5-14 years,0.00,204491.00,
Croatia,1905,female,55-74 years,48.00,544041.00,
Croatia,1905,female,75+ years,35.00,237107.00,
Croatia,1905,male,15-24 years,41.00,254643.00,
Croatia,1905,male,25-34 years,59.00,291832.00,
Croatia,1905,male,35-54 years,186.00,587482.00,
Croatia,1905,male,5-14 years,1.00,215702.00,
Croatia,1905,male,55-74 years,174.00,469173.00,
Croatia,1905,male,75+ years,85.00,126153.00,
Croatia,1905,female,15-24 years,12.00,240071.00,
Croatia,1905,female,25-34 years,11.00,277195.00,
Croatia,1905,female,35-54 years,49.00,583896.00,
Croatia,1905,female,5-14 years,1.00,202723.00,
Croatia,1905,female,55-74 years,71.00,547211.00,
Croatia,1905,female,75+ years,42.00,240853.00,
Croatia,1905,male,15-24 years,37.00,251460.00,
Croatia,1905,male,25-34 years,42.00,287190.00,
Croatia,1905,male,35-54 years,167.00,582938.00,
Croatia,1905,male,5-14 years,0.00,213874.00,
Croatia,1905,male,55-74 years,193.00,473836.00,
Croatia,1905,male,75+ years,97.00,129205.00,
Croatia,1905,female,15-24 years,6.00,236301.00,
Croatia,1905,female,25-34 years,7.00,271005.00,
Croatia,1905,female,35-54 years,51.00,576262.00,
Croatia,1905,female,5-14 years,2.00,201507.00,
Croatia,1905,female,55-74 years,75.00,548940.00,
Croatia,1905,female,75+ years,56.00,243369.00,
Croatia,1905,male,15-24 years,34.00,247562.00,
Croatia,1905,male,25-34 years,41.00,280212.00,
Croatia,1905,male,35-54 years,155.00,575410.00,
Croatia,1905,male,5-14 years,1.00,212625.00,
Croatia,1905,male,55-74 years,207.00,476580.00,
Croatia,1905,male,75+ years,104.00,131896.00,
Croatia,1905,female,15-24 years,6.00,231038.00,
Croatia,1905,female,25-34 years,6.00,265327.00,
Croatia,1905,female,35-54 years,47.00,570380.00,
Croatia,1905,female,5-14 years,0.00,200036.00,
Croatia,1905,female,55-74 years,69.00,551758.00,
Croatia,1905,female,75+ years,40.00,246002.00,
Croatia,1905,male,15-24 years,30.00,242287.00,
Croatia,1905,male,25-34 years,48.00,274466.00,
Croatia,1905,male,35-54 years,146.00,571003.00,
Croatia,1905,male,5-14 years,0.00,211104.00,
Croatia,1905,male,55-74 years,187.00,480263.00,
Croatia,1905,male,75+ years,104.00,134519.00,
Cuba,1905,female,15-24 years,,933600.00,
Cuba,1905,female,25-34 years,,696800.00,
Cuba,1905,female,35-54 years,,988600.00,
Cuba,1905,female,5-14 years,,1105600.00,
Cuba,1905,female,55-74 years,,539700.00,
Cuba,1905,female,75+ years,,117000.00,
Cuba,1905,male,15-24 years,,976600.00,
Cuba,1905,male,25-34 years,,716700.00,
Cuba,1905,male,35-54 years,,1010600.00,
Cuba,1905,male,5-14 years,,1155600.00,
Cuba,1905,male,55-74 years,,568700.00,
Cuba,1905,male,75+ years,,128000.00,
Cuba,1905,female,15-24 years,,935000.00,
Cuba,1905,female,25-34 years,,697000.00,
Cuba,1905,female,35-54 years,,989000.00,
Cuba,1905,female,5-14 years,,1108000.00,
Cuba,1905,female,55-74 years,,540000.00,
Cuba,1905,female,75+ years,,117000.00,
Cuba,1905,male,15-24 years,,978000.00,
Cuba,1905,male,25-34 years,,717000.00,
Cuba,1905,male,35-54 years,,1011000.00,
Cuba,1905,male,5-14 years,,1158000.00,
Cuba,1905,male,55-74 years,,569000.00,
Cuba,1905,male,75+ years,,128000.00,
Cuba,1905,female,15-24 years,,933300.00,
Cuba,1905,female,25-34 years,,696600.00,
Cuba,1905,female,35-54 years,,988200.00,
Cuba,1905,female,5-14 years,,1105200.00,
Cuba,1905,female,55-74 years,,539500.00,
Cuba,1905,female,75+ years,,117000.00,
Cuba,1905,male,15-24 years,,976300.00,
Cuba,1905,male,25-34 years,,716500.00,
Cuba,1905,male,35-54 years,,1010200.00,
Cuba,1905,male,5-14 years,,1155200.00,
Cuba,1905,male,55-74 years,,568500.00,
Cuba,1905,male,75+ years,,128000.00,
Cuba,1905,female,15-24 years,,941200.00,
Cuba,1905,female,25-34 years,,702500.00,
Cuba,1905,female,35-54 years,,996700.00,
Cuba,1905,female,5-14 years,,1114700.00,
Cuba,1905,female,55-74 years,,544100.00,
Cuba,1905,female,75+ years,,118000.00,
Cuba,1905,male,15-24 years,,984600.00,
Cuba,1905,male,25-34 years,,722500.00,
Cuba,1905,male,35-54 years,,1018900.00,
Cuba,1905,male,5-14 years,,1165000.00,
Cuba,1905,male,55-74 years,,573400.00,
Cuba,1905,male,75+ years,,129100.00,
Cuba,1905,female,15-24 years,,950800.00,
Cuba,1905,female,25-34 years,,709700.00,
Cuba,1905,female,35-54 years,,1006900.00,
Cuba,1905,female,5-14 years,,1126000.00,
Cuba,1905,female,55-74 years,,549700.00,
Cuba,1905,female,75+ years,,119200.00,
Cuba,1905,male,15-24 years,,994600.00,
Cuba,1905,male,25-34 years,,729900.00,
Cuba,1905,male,35-54 years,,1029300.00,
Cuba,1905,male,5-14 years,,1177000.00,
Cuba,1905,male,55-74 years,,579300.00,
Cuba,1905,male,75+ years,,130400.00,
Cuba,1905,female,15-24 years,,1089500.00,
Cuba,1905,female,25-34 years,,698400.00,
Cuba,1905,female,35-54 years,,1087600.00,
Cuba,1905,female,5-14 years,,892900.00,
Cuba,1905,female,55-74 years,,590500.00,
Cuba,1905,female,75+ years,,140600.00,
Cuba,1905,male,15-24 years,,1144400.00,
Cuba,1905,male,25-34 years,,725300.00,
Cuba,1905,male,35-54 years,,1113500.00,
Cuba,1905,male,5-14 years,,932900.00,
Cuba,1905,male,55-74 years,,599500.00,
Cuba,1905,male,75+ years,,147600.00,
Cuba,1905,female,15-24 years,,1097400.00,
Cuba,1905,female,25-34 years,,703300.00,
Cuba,1905,female,35-54 years,,1095400.00,
Cuba,1905,female,5-14 years,,899500.00,
Cuba,1905,female,55-74 years,,594800.00,
Cuba,1905,female,75+ years,,141700.00,
Cuba,1905,male,15-24 years,,1152800.00,
Cuba,1905,male,25-34 years,,730600.00,
Cuba,1905,male,35-54 years,,1121600.00,
Cuba,1905,male,5-14 years,,939600.00,
Cuba,1905,male,55-74 years,,604000.00,
Cuba,1905,male,75+ years,,148700.00,
Cuba,1905,female,15-24 years,,1106000.00,
Cuba,1905,female,25-34 years,,709800.00,
Cuba,1905,female,35-54 years,,1104100.00,
Cuba,1905,female,5-14 years,,906400.00,
Cuba,1905,female,55-74 years,,600900.00,
Cuba,1905,female,75+ years,,142100.00,
Cuba,1905,male,15-24 years,,1162600.00,
Cuba,1905,male,25-34 years,,737000.00,
Cuba,1905,male,35-54 years,,1130200.00,
Cuba,1905,male,5-14 years,,947800.00,
Cuba,1905,male,55-74 years,,610000.00,
Cuba,1905,male,75+ years,,149200.00,
Cuba,1905,female,15-24 years,,1148600.00,
Cuba,1905,female,25-34 years,,784700.00,
Cuba,1905,female,35-54 years,,1164900.00,
Cuba,1905,female,5-14 years,,821400.00,
Cuba,1905,female,55-74 years,,630700.00,
Cuba,1905,female,75+ years,,158200.00,
Cuba,1905,male,15-24 years,,1185800.00,
Cuba,1905,male,25-34 years,,776700.00,
Cuba,1905,male,35-54 years,,1150000.00,
Cuba,1905,male,5-14 years,,857600.00,
Cuba,1905,male,55-74 years,,630700.00,
Cuba,1905,male,75+ years,,160000.00,
Cuba,1905,female,15-24 years,,1109700.00,
Cuba,1905,female,25-34 years,,712000.00,
Cuba,1905,female,35-54 years,,1107700.00,
Cuba,1905,female,5-14 years,,909300.00,
Cuba,1905,female,55-74 years,,602900.00,
Cuba,1905,female,75+ years,,142700.00,
Cuba,1905,male,15-24 years,,1166300.00,
Cuba,1905,male,25-34 years,,739500.00,
Cuba,1905,male,35-54 years,,1134000.00,
Cuba,1905,male,5-14 years,,950800.00,
Cuba,1905,male,55-74 years,,611900.00,
Cuba,1905,male,75+ years,,149700.00,
Cuba,1905,female,15-24 years,,1131000.00,
Cuba,1905,female,25-34 years,,859000.00,
Cuba,1905,female,35-54 years,,1228000.00,
Cuba,1905,female,5-14 years,,759000.00,
Cuba,1905,female,55-74 years,,635000.00,
Cuba,1905,female,75+ years,,183000.00,
Cuba,1905,male,15-24 years,,1179000.00,
Cuba,1905,male,25-34 years,,854000.00,
Cuba,1905,male,35-54 years,,1206000.00,
Cuba,1905,male,5-14 years,,795000.00,
Cuba,1905,male,55-74 years,,628000.00,
Cuba,1905,male,75+ years,,174000.00,
Cuba,1905,female,15-24 years,,1109000.00,
Cuba,1905,female,25-34 years,,902000.00,
Cuba,1905,female,35-54 years,,1251000.00,
Cuba,1905,female,5-14 years,,742000.00,
Cuba,1905,female,55-74 years,,647000.00,
Cuba,1905,female,75+ years,,189000.00,
Cuba,1905,male,15-24 years,,1157000.00,
Cuba,1905,male,25-34 years,,900000.00,
Cuba,1905,male,35-54 years,,1226000.00,
Cuba,1905,male,5-14 years,,777000.00,
Cuba,1905,male,55-74 years,,637000.00,
Cuba,1905,male,75+ years,,180000.00,
Cuba,1905,female,15-24 years,,1078400.00,
Cuba,1905,female,25-34 years,,946000.00,
Cuba,1905,female,35-54 years,,1265700.00,
Cuba,1905,female,5-14 years,,758200.00,
Cuba,1905,female,55-74 years,,654700.00,
Cuba,1905,female,75+ years,,195100.00,
Cuba,1905,male,15-24 years,,1124800.00,
Cuba,1905,male,25-34 years,,946400.00,
Cuba,1905,male,35-54 years,,1237400.00,
Cuba,1905,male,5-14 years,,794700.00,
Cuba,1905,male,55-74 years,,640300.00,
Cuba,1905,male,75+ years,,184500.00,
Cuba,1905,female,15-24 years,231.00,1040500.00,
Cuba,1905,female,25-34 years,183.00,989700.00,
Cuba,1905,female,35-54 years,256.00,1278000.00,
Cuba,1905,female,5-14 years,16.00,765100.00,
Cuba,1905,female,55-74 years,210.00,669000.00,
Cuba,1905,female,75+ years,70.00,202100.00,
Cuba,1905,male,15-24 years,164.00,1085500.00,
Cuba,1905,male,25-34 years,214.00,995700.00,
Cuba,1905,male,35-54 years,376.00,1246800.00,
Cuba,1905,male,5-14 years,5.00,802100.00,
Cuba,1905,male,55-74 years,347.00,652400.00,
Cuba,1905,male,75+ years,227.00,188700.00,
Cuba,1905,female,15-24 years,178.00,997100.00,
Cuba,1905,female,25-34 years,179.00,1030700.00,
Cuba,1905,female,35-54 years,254.00,1289600.00,
Cuba,1905,female,5-14 years,7.00,779200.00,
Cuba,1905,female,55-74 years,262.00,685000.00,
Cuba,1905,female,75+ years,84.00,208800.00,
Cuba,1905,male,15-24 years,152.00,1039900.00,
Cuba,1905,male,25-34 years,245.00,1042700.00,
Cuba,1905,male,35-54 years,371.00,1255300.00,
Cuba,1905,male,5-14 years,3.00,817000.00,
Cuba,1905,male,55-74 years,382.00,666000.00,
Cuba,1905,male,75+ years,257.00,192900.00,
Cuba,1905,female,15-24 years,152.00,951400.00,
Cuba,1905,female,25-34 years,156.00,1065200.00,
Cuba,1905,female,35-54 years,235.00,1305600.00,
Cuba,1905,female,5-14 years,4.00,794500.00,
Cuba,1905,female,55-74 years,229.00,702600.00,
Cuba,1905,female,75+ years,61.00,214900.00,
Cuba,1905,male,15-24 years,142.00,991900.00,
Cuba,1905,male,25-34 years,252.00,1083200.00,
Cuba,1905,male,35-54 years,399.00,1269100.00,
Cuba,1905,male,5-14 years,1.00,833200.00,
Cuba,1905,male,55-74 years,401.00,681200.00,
Cuba,1905,male,75+ years,246.00,196500.00,
Cuba,1905,female,15-24 years,162.00,906300.00,
Cuba,1905,female,25-34 years,161.00,1090200.00,
Cuba,1905,female,35-54 years,241.00,1330000.00,
Cuba,1905,female,5-14 years,10.00,806800.00,
Cuba,1905,female,55-74 years,171.00,722000.00,
Cuba,1905,female,75+ years,68.00,219900.00,
Cuba,1905,male,15-24 years,138.00,944700.00,
Cuba,1905,male,25-34 years,276.00,1113600.00,
Cuba,1905,male,35-54 years,374.00,1291700.00,
Cuba,1905,male,5-14 years,1.00,846300.00,
Cuba,1905,male,55-74 years,372.00,697500.00,
Cuba,1905,male,75+ years,248.00,199400.00,
Cuba,1905,female,15-24 years,113.00,862100.00,
Cuba,1905,female,25-34 years,121.00,1105100.00,
Cuba,1905,female,35-54 years,201.00,1364200.00,
Cuba,1905,female,5-14 years,7.00,815000.00,
Cuba,1905,female,55-74 years,157.00,743000.00,
Cuba,1905,female,75+ years,61.00,223800.00,
Cuba,1905,male,15-24 years,128.00,899000.00,
Cuba,1905,male,25-34 years,249.00,1133100.00,
Cuba,1905,male,35-54 years,403.00,1324700.00,
Cuba,1905,male,5-14 years,2.00,855100.00,
Cuba,1905,male,55-74 years,344.00,715100.00,
Cuba,1905,male,75+ years,228.00,201400.00,
Cuba,1905,female,15-24 years,72.00,814728.00,
Cuba,1905,female,25-34 years,107.00,1109991.00,
Cuba,1905,female,35-54 years,216.00,1349406.00,
Cuba,1905,female,5-14 years,6.00,829500.00,
Cuba,1905,female,55-74 years,162.00,754121.00,
Cuba,1905,female,75+ years,65.00,252298.00,
Cuba,1905,male,15-24 years,111.00,842786.00,
Cuba,1905,male,25-34 years,246.00,1140753.00,
Cuba,1905,male,35-54 years,446.00,1376101.00,
Cuba,1905,male,5-14 years,5.00,868234.00,
Cuba,1905,male,55-74 years,353.00,719479.00,
Cuba,1905,male,75+ years,240.00,203095.00,
Cuba,1905,female,15-24 years,86.00,776306.00,
Cuba,1905,female,25-34 years,108.00,1101108.00,
Cuba,1905,female,35-54 years,215.00,1403788.00,
Cuba,1905,female,5-14 years,2.00,831009.00,
Cuba,1905,female,55-74 years,172.00,769230.00,
Cuba,1905,female,75+ years,72.00,256481.00,
Cuba,1905,male,15-24 years,104.00,800764.00,
Cuba,1905,male,25-34 years,232.00,1130866.00,
Cuba,1905,male,35-54 years,413.00,1427872.00,
Cuba,1905,male,5-14 years,4.00,870438.00,
Cuba,1905,male,55-74 years,395.00,735235.00,
Cuba,1905,male,75+ years,253.00,204881.00,
Cuba,1905,female,15-24 years,64.00,747370.00,
Cuba,1905,female,25-34 years,92.00,1083689.00,
Cuba,1905,female,35-54 years,182.00,1459750.00,
Cuba,1905,female,5-14 years,5.00,826609.00,
Cuba,1905,female,55-74 years,182.00,784857.00,
Cuba,1905,female,75+ years,59.00,260459.00,
Cuba,1905,male,15-24 years,109.00,769092.00,
Cuba,1905,male,25-34 years,267.00,1112441.00,
Cuba,1905,male,35-54 years,495.00,1481391.00,
Cuba,1905,male,5-14 years,4.00,866400.00,
Cuba,1905,male,55-74 years,365.00,751707.00,
Cuba,1905,male,75+ years,226.00,206274.00,
Cuba,1905,female,15-24 years,51.00,730939.00,
Cuba,1905,female,25-34 years,104.00,1059128.00,
Cuba,1905,female,35-54 years,175.00,1514492.00,
Cuba,1905,female,5-14 years,3.00,818774.00,
Cuba,1905,female,55-74 years,147.00,801109.00,
Cuba,1905,female,75+ years,55.00,264516.00,
Cuba,1905,male,15-24 years,104.00,751198.00,
Cuba,1905,male,25-34 years,248.00,1087049.00,
Cuba,1905,male,35-54 years,432.00,1534285.00,
Cuba,1905,male,5-14 years,4.00,859008.00,
Cuba,1905,male,55-74 years,318.00,769143.00,
Cuba,1905,male,75+ years,204.00,207568.00,
Cuba,1905,female,15-24 years,48.00,725348.00,
Cuba,1905,female,25-34 years,74.00,1027578.00,
Cuba,1905,female,35-54 years,147.00,1566463.00,
Cuba,1905,female,5-14 years,3.00,804241.00,
Cuba,1905,female,55-74 years,133.00,814327.00,
Cuba,1905,female,75+ years,44.00,270115.00,
Cuba,1905,male,15-24 years,76.00,746107.00,
Cuba,1905,male,25-34 years,212.00,1054015.00,
Cuba,1905,male,35-54 years,385.00,1583873.00,
Cuba,1905,male,5-14 years,5.00,846361.00,
Cuba,1905,male,55-74 years,333.00,783077.00,
Cuba,1905,male,75+ years,192.00,211923.00,
Cuba,1905,female,15-24 years,29.00,732476.00,
Cuba,1905,female,25-34 years,84.00,989884.00,
Cuba,1905,female,35-54 years,160.00,1617731.00,
Cuba,1905,female,5-14 years,3.00,787170.00,
Cuba,1905,female,55-74 years,120.00,828394.00,
Cuba,1905,female,75+ years,63.00,275561.00,
Cuba,1905,male,15-24 years,68.00,754841.00,
Cuba,1905,male,25-34 years,189.00,1015237.00,
Cuba,1905,male,35-54 years,400.00,1633177.00,
Cuba,1905,male,5-14 years,1.00,830862.00,
Cuba,1905,male,55-74 years,291.00,798053.00,
Cuba,1905,male,75+ years,198.00,216029.00,
Cuba,1905,female,15-24 years,31.00,747567.00,
Cuba,1905,female,25-34 years,43.00,947698.00,
Cuba,1905,female,35-54 years,132.00,1667152.00,
Cuba,1905,female,5-14 years,1.00,769416.00,
Cuba,1905,female,55-74 years,121.00,843896.00,
Cuba,1905,female,75+ years,45.00,280928.00,
Cuba,1905,male,15-24 years,61.00,772368.00,
Cuba,1905,male,25-34 years,174.00,972263.00,
Cuba,1905,male,35-54 years,404.00,1681089.00,
Cuba,1905,male,5-14 years,4.00,814251.00,
Cuba,1905,male,55-74 years,289.00,814547.00,
Cuba,1905,male,75+ years,194.00,219899.00,
Cuba,1905,female,15-24 years,23.00,762761.00,
Cuba,1905,female,25-34 years,44.00,903292.00,
Cuba,1905,female,35-54 years,135.00,1713275.00,
Cuba,1905,female,5-14 years,2.00,753010.00,
Cuba,1905,female,55-74 years,127.00,861682.00,
Cuba,1905,female,75+ years,40.00,286074.00,
Cuba,1905,male,15-24 years,61.00,790502.00,
Cuba,1905,male,25-34 years,149.00,927154.00,
Cuba,1905,male,35-54 years,416.00,1726038.00,
Cuba,1905,male,5-14 years,5.00,798394.00,
Cuba,1905,male,55-74 years,326.00,833139.00,
Cuba,1905,male,75+ years,187.00,223380.00,
Cuba,1905,female,15-24 years,36.00,772943.00,
Cuba,1905,female,25-34 years,34.00,858988.00,
Cuba,1905,female,35-54 years,114.00,1755272.00,
Cuba,1905,female,5-14 years,3.00,738427.00,
Cuba,1905,female,55-74 years,117.00,882355.00,
Cuba,1905,female,75+ years,47.00,291039.00,
Cuba,1905,male,15-24 years,56.00,803964.00,
Cuba,1905,male,25-34 years,136.00,882091.00,
Cuba,1905,male,35-54 years,387.00,1767040.00,
Cuba,1905,male,5-14 years,7.00,783620.00,
Cuba,1905,male,55-74 years,269.00,854212.00,
Cuba,1905,male,75+ years,191.00,226455.00,
Cuba,1905,female,15-24 years,17.00,781124.00,
Cuba,1905,female,25-34 years,27.00,816467.00,
Cuba,1905,female,35-54 years,98.00,1794025.00,
Cuba,1905,female,5-14 years,1.00,722349.00,
Cuba,1905,female,55-74 years,91.00,903899.00,
Cuba,1905,female,75+ years,39.00,301101.00,
Cuba,1905,male,15-24 years,52.00,815065.00,
Cuba,1905,male,25-34 years,138.00,838869.00,
Cuba,1905,male,35-54 years,388.00,1804028.00,
Cuba,1905,male,5-14 years,2.00,767105.00,
Cuba,1905,male,55-74 years,318.00,875342.00,
Cuba,1905,male,75+ years,205.00,234264.00,
Cuba,1905,female,15-24 years,15.00,784753.00,
Cuba,1905,female,25-34 years,22.00,774006.00,
Cuba,1905,female,35-54 years,93.00,1827402.00,
Cuba,1905,female,5-14 years,0.00,706661.00,
Cuba,1905,female,55-74 years,87.00,929079.00,
Cuba,1905,female,75+ years,49.00,310509.00,
Cuba,1905,male,15-24 years,49.00,821914.00,
Cuba,1905,male,25-34 years,105.00,795644.00,
Cuba,1905,male,35-54 years,370.00,1836069.00,
Cuba,1905,male,5-14 years,2.00,750899.00,
Cuba,1905,male,55-74 years,329.00,899694.00,
Cuba,1905,male,75+ years,186.00,241393.00,
Cuba,1905,female,15-24 years,24.00,783884.00,
Cuba,1905,female,25-34 years,18.00,735356.00,
Cuba,1905,female,35-54 years,99.00,1855207.00,
Cuba,1905,female,5-14 years,2.00,691240.00,
Cuba,1905,female,55-74 years,130.00,956092.00,
Cuba,1905,female,75+ years,37.00,319741.00,
Cuba,1905,male,15-24 years,51.00,824271.00,
Cuba,1905,male,25-34 years,89.00,756363.00,
